method,endpoint,tenantFilter,hasPrismaCall,risk,file,line,note
POST,/api/runbooks/templates,yes,true,LOW,backend/src/routes/runbookRoutes.ts,223,tenant marker found in handler
DELETE,/api/runbooks/templates/:id,yes,true,LOW,backend/src/routes/runbookRoutes.ts,517,tenant marker found in handler
GET,/api/runbooks/templates/:id,yes,true,LOW,backend/src/routes/runbookRoutes.ts,455,tenant marker found in handler
PUT,/api/runbooks/templates/:id,yes,true,LOW,backend/src/routes/runbookRoutes.ts,485,tenant marker found in handler
POST,/api/runbooks/templates/presign,yes,false,LOW,backend/src/routes/runbookRoutes.ts,297,tenant marker found in handler
POST,/api/runbooks/templates/register,yes,true,LOW,backend/src/routes/runbookRoutes.ts,350,tenant marker found in handler
GET,/api/scenario-catalog,yes,false,LOW,backend/src/routes/scenarioCatalogRoutes.ts,13,tenant marker found in handler
POST,/api/scenario-catalog/sync,yes,false,LOW,backend/src/routes/scenarioCatalogRoutes.ts,32,tenant marker found in handler
GET,/api/scenarios,yes,true,LOW,backend/src/routes/scenarioRoutes.ts,24,tenant marker found in handler
POST,/api/scenarios,yes,true,LOW,backend/src/routes/scenarioRoutes.ts,86,tenant marker found in handler
DELETE,/api/scenarios/:id,yes,true,LOW,backend/src/routes/scenarioRoutes.ts,356,tenant marker found in handler
PUT,/api/scenarios/:id,yes,true,LOW,backend/src/routes/scenarioRoutes.ts,200,tenant marker found in handler
POST,/api/scenarios/:id/steps,yes,true,LOW,backend/src/routes/scenarioRoutes.ts,390,tenant marker found in handler
DELETE,/api/scenarios/:id/steps/:stepId,yes,true,LOW,backend/src/routes/scenarioRoutes.ts,556,tenant marker found in handler
PUT,/api/scenarios/:id/steps/:stepId,yes,true,LOW,backend/src/routes/scenarioRoutes.ts,466,tenant marker found in handler
GET,/api/scenarios/cyber,yes,true,LOW,backend/src/routes/cyberExerciseRoutes.ts,52,tenant marker found in handler
POST,/api/scenarios/cyber,yes,false,LOW,backend/src/routes/cyberExerciseRoutes.ts,94,tenant marker found in handler
DELETE,/api/scenarios/cyber/:id,yes,false,LOW,backend/src/routes/cyberExerciseRoutes.ts,171,tenant marker found in handler
GET,/api/scenarios/cyber/:id,yes,true,LOW,backend/src/routes/cyberExerciseRoutes.ts,69,tenant marker found in handler
PUT,/api/scenarios/cyber/:id,yes,false,LOW,backend/src/routes/cyberExerciseRoutes.ts,132,tenant marker found in handler
GET,/api/services,yes,true,LOW,backend/src/routes/serviceRoutes.ts,40,tenant marker found in handler
POST,/api/services,yes,true,LOW,backend/src/routes/serviceRoutes.ts,315,tenant marker found in handler
DELETE,/api/services/:id,yes,true,LOW,backend/src/routes/serviceRoutes.ts,269,tenant marker found in handler
PUT,/api/services/:id,yes,true,LOW,backend/src/routes/serviceRoutes.ts,94,tenant marker found in handler
POST,/api/services/:id/dependencies,yes,true,LOW,backend/src/routes/serviceRoutes.ts,430,tenant marker found in handler
GET,/api/services/graph,yes,true,LOW,backend/src/routes/serviceRoutes.ts,496,tenant marker found in handler
GET,/api/simulations,yes,true,LOW,backend/src/routes/simulationRoutes.ts,65,tenant marker found in handler
POST,/api/simulations,yes,true,LOW,backend/src/routes/simulationRoutes.ts,17,tenant marker found in handler
DELETE,/api/simulations/:id,yes,true,LOW,backend/src/routes/simulationRoutes.ts,234,tenant marker found in handler
GET,/api/simulations/:id,yes,true,LOW,backend/src/routes/simulationRoutes.ts,212,tenant marker found in handler
GET,/api/simulations/:id/report,yes,true,LOW,backend/src/routes/simulationRoutes.ts,257,tenant marker found in handler
GET,/api/simulations/compare,yes,true,LOW,backend/src/routes/simulationRoutes.ts,151,tenant marker found in handler
GET,/api/simulations/recovery-priorities,yes,false,LOW,backend/src/routes/simulationRoutes.ts,125,tenant marker found in handler
GET,/api/simulations/templates,yes,false,LOW,backend/src/routes/simulationRoutes.ts,94,tenant marker found in handler
GET,/api/vulnerabilities,yes,true,LOW,backend/src/routes/vulnerabilityRoutes.ts,143,tenant marker found in handler
POST,/api/vulnerabilities/:id/integrations,yes,true,LOW,backend/src/routes/vulnerabilityRoutes.ts,487,tenant marker found in handler
GET,/api/vulnerabilities/report,yes,true,LOW,backend/src/routes/vulnerabilityRoutes.ts,192,tenant marker found in handler
POST,/api/vulnerabilities/scan,yes,true,LOW,backend/src/routes/vulnerabilityRoutes.ts,236,tenant marker found in handler
GET,/api/webhooks/catalog,yes,false,LOW,backend/src/routes/webhookRoutes.ts,9,tenant marker found in handler
POST,/api/webhooks/n8n/document-ingestion,yes,false,LOW,backend/src/routes/webhookRoutes.ts,58,tenant marker found in handler
